timestamp,value
1664160001.147,810755.3826576623
1664160300.855,1853841.016216133
1664160601.64,2152329.3109586937
1664160901.309,1499023.5267405885
1664161201.041,1101135.3093870007
1664161501.395,1176833.2830436665
1664161801.58,1217846.2780350428
1664162101.803,1635456.3776911122
1664162401.136,1489100.698861651
1664162701.479,1661004.9335766407
1664163001.114,1071415.0627442498
1664718901.847,1346292.7966505496
1664719201.074,1312312.7951570065
1664719501.21,1540563.1649263378
1664719801.155,1647372.4272531127
1664720101.228,1391101.2307698266
1664720401.44,1643432.7418189868
1664720701.447,1404648.1038487586
1664721001.39,1386383.4187801448
1664721301.306,1489295.853341792
1664721601.28,1199563.9108617506
1664721901.265,1342134.237137009
1664722201.191,1081894.8885025145
1664722501.114,1272322.4431947633
1664722801.184,1595064.6835172859
1664723101.174,973080.6436064781
1664723401.646,1690925.711360428
1664723701.065,1416339.2679910809
1664724001.393,1338315.5619018218
1664724301.808,621253.488819887
1664724601.2,460282.8202045521
1664724901.601,779806.4461635377
1664725202.004,1095786.5275892408
1664725501.178,1332514.4484395552
1664725801.331,1309093.5854429551
1664726101.575,871746.5810450327
1664726401.635,1139965.1041252392
1664726701.8,1137569.6214151266
1664727002.01,1180512.7270418345
1664727301.296,1476240.8450335735
1664727601.461,1120935.2346815185
1665042001.267,1050131.3181611602
1665042301.317,1088705.0281595462
1665042601.317,1300547.2045085551
1665042901.345,1494590.0509615168
1665043201.301,1848194.3306484935
1665043501.514,1342376.9572377468
1665043801.591,799468.2846717883
1665046141.558,652165.8506496272
1665046202.11,701965.7569201099
1665046261.555,9906.461035901624
1665046322.021,748646.4
1665046381.51,506682.9978384936
1665046441.907,526845.2019797862
1665046502.286,494359.7823664722
1665046561.597,492154.2853297139
1665046621.972,435684.9744741749
1665046681.391,11818.55761352894
1665046741.855,6215.515295514399
1665046802.237,2317043.510712978
1665046862.267,1621158.5203801272
1665046922.062,12709.109078038538
1665046981.43,406382.6749361547
1665047041.993,2729858.4815617576
1665047101.598,994030.5087391764
1665047162.055,3857.08746468731
1665047221.545,460595.2
1665047281.948,2211237.717983364
1665047341.418,9571.309745729537
1665047401.92,2084623.312036244
1665047462.324,2486450.702107124
1665047521.794,2355.2000000000003
1665047582.185,601646.0595844004
1665047641.65,442103.44316187315
1665047702.046,431451.0962598194
1665047761.45,746123.4706038908
1665047821.874,3258.6280371183025
1665047881.389,2340.295542941591
1665047941.907,423285.6696461247
1665048001.486,2611027.1185290935
1665048062.086,6811.265750244823
1665048121.723,10873.770822572496
1665048182.33,437366.6609182861
1665048241.985,7022.174756190101
1665048301.576,543781.646632638
1665048362.137,553201.9591144861
1665048421.687,507749.9931044308
1665048482.359,644687.5058550134
1665048541.899,14377.638635726298
1665048602.382,1891092.6435950082
1665048661.942,1782620.1164903597
1665048721.513,1981000.2232069194
1665048782.151,1638054.7045899928
1665048841.642,4697.174060347598
1665048902.156,850263.9900314307
1665048961.764,22890.21595629146
1665049022.231,433360.438343258
1665049081.867,2723794.6564494185
1665049141.411,430822.729258142
1665049201.989,6816.456832087015
1665049261.488,1866278.1109103765
1665049322.319,1014405.7782011814
1665049381.944,7906.038979884433
1665049442.238,493668.3240591707
1665049502.08,441135.7723240566
1665049561.608,1847.0443864761376
1665049622.172,2085282.166562152
1665049681.712,465281.9180570735
1665049742.271,495484.94652649225
1665049801.876,12067.340067340067
1665049861.482,437511.09766241454
1665049922.081,465085.4691248451
1665049981.626,419361.5660974893
1665050042.051,488279.9900909325
1665050101.641,521566.465917603
1665050162.216,1755802.8528336463
1665050221.794,430768.6072294284
1665050282.324,6275.450663363432
1665050341.829,368178.34547843656
1665050461.965,2318158.519409291
1665050521.454,2552548.9793785596
1665050582.001,1930019.0820808243
1665050641.612,1132903.430950642
1665050702.169,498993.9755224923
1665050762.135,455391.0648323974
1665050822.235,670379.5773989209
1665050881.845,2417174.4778481713
1665050942.313,1467543.7844423503
1665051001.743,2170754.1100741387
1665051062.159,1929658.1548138382
1665051121.658,490576.2757996393
1665051182.135,1393697.1528405063
1665051241.623,746833.9651316789
1665051302.148,572097.2588198563
1665051361.599,942051.6505651145
1665051422.16,518550.55128606927
1665051481.624,127.80031201248052
1665051542.073,428819.6189621021
1665051601.492,587836.6186739171
1665051661.994,15776.68502600602
1665051721.474,2250159.2972094193
1665051781.898,2448451.3104108768
1665051842.314,2027606.5144806267
1665051901.783,2455385.6536490098
1665051962.208,563786.2359765962
1665052021.687,1587933.0604857898
1665052082.162,480807.9433658571
1665052141.647,552180.3761668184
1665052202.121,1914301.5996024066
1665052261.574,2257651.767051693
1665052322.068,2094391.697846692
1665456241.982,235457.68056152237
1665456301.579,10984.140607405903
1665456361.789,475216.50641643343
1665456421.324,522138.3836548978
1665456481.764,1705525.6123914202
1665456541.33,532.2784795994355
1665499921.145,1994230.3404902436
1665499981.676,2041121.9976719967
1665500041.298,56561.02585331944
1665500101.047,2331949.0783568975
1665500161.69,2934048.802964302
1665500221.307,63177.89341036245
1665500280.903,605275.0960445994
1665500341.313,451882.438441721
1665500401.819,1673673.7889865274
1665500461.282,2669097.7487524184
1665500521.772,455314.7133602849
1665500581.22,634284.3525403454
1665500640.911,2045192.0262647422
1665500701.365,2580154.7855791263
1665500761.756,473539.02762768377
1665500821.136,2570833.282958964
1665500881.458,62273.8217830145
1665500940.931,600105.4516384182
1665501001.314,2850335.9771065107
1665501061.79,968463.2897654441
1665501121.194,525745.2491360967
1665501181.562,536448.3903066004
1665501241.163,2180603.098155855
1665501301.385,1085328.0950514195
1665501361.79,1916045.3383539706
1665501421.179,2323204.347204785
1665543720.736,459412.045051834
1665543780.76,548888.1780213506
1665543840.786,423968.88307187497
1665543900.818,1958460.2937176465
1665543960.958,19453.618178565037
1665544020.168,2724906.7146461206
1665544080.208,94853.43498238258
1665544140.221,1062447.9534645102
1665544200.238,2489222.036951384
1665544260.266,1719147.6759656027
1665544320.297,1789628.5686561188
1665544380.321,94409.98661521188
1665544440.356,2817814.4963155477
1665544500.386,601187.6933312834
1665544560.415,3230727.945524348
1665544620.448,537864.9033824536
1665544680.46,2002906.2071894335
1665544740.497,917684.2486907544
1665544800.509,2347712.7942567556
1665544860.533,2330842.3535533375
1665544920.555,2180680.1023878995
1665544980.581,646311.9557979722
1665545040.606,149696.33020957632
1665545100.652,2694846.5743927434
1665545160.658,968698.9408830199
1665545220.674,2271429.286253083
1665545280.701,1644728.0955307102
1665545340.727,2781198.5257816557
1665545400.756,2332504.748084371
1665545460.774,75839.46173334675
1665545520.794,488072.72416883614
1665545580.826,516385.79619969806
1665545640.847,3778158.986088508
1665545700.865,65597.93096588083
1665545760.907,11760.175646005742
1665545820.933,561577.1286513362
1665545880.957,466327.83315185533
1665545940.986,579539.079394501
1665546000.035,10410.149075221048
1665546060.072,471253.8556511185
1665546120.103,541393.0706619606
1665546180.108,458968.6396144353
1665546240.146,1244969.060753172
1665546300.161,2761896.7314626984
1665546360.21,510659.5578775942
1665546420.218,2031281.4253073363
1665546480.243,2004443.0488773226
1665546540.272,704160.1304947184
1665546600.305,1075327.2481657297
1665546660.329,55366.127130120214
1665546720.363,499102.91410343675
1665546780.39,1428215.607887533
1665546840.426,12007.705838009884
1665546900.458,445215.2601102461
1665546960.47,504359.23174730636
1665547020.501,2060286.8336189424
1665547080.519,555682.9498453382
1665547140.551,455828.3428294339
1665547200.569,973724.2522019708
1665547260.597,1075929.1762894534
1665547320.632,9534.016445287793
1665547380.653,3974654.199046913
1665547440.683,3013625.3147508716
1665547500.713,93167.78612194868
1665547560.733,2340661.351569733
1665547620.76,2109978.0897219353
1665547680.79,767206.9170444633
1665547740.823,577441.5894780322
1665547800.85,3407931.9897184065
1665547860.88,728535.657316807
1665547920.905,1120652.2108616023
1665547980.923,9940.929658576719
1665548040.958,3856392.93401056
1665548100.977,2446103.1852984396
1665548161.012,2808243.474624861
1665548220.029,1960311.0380461945
1665548280.063,2692444.6835684422
1665548340.089,2213294.694341808
1665548400.131,1689389.9970783037
1665548460.162,1499198.2446873349
1665548520.177,2659534.691365552
1665548520.177,2659534.691365552
1665548580.199,116612.3190545176
1665548640.217,24708.128496098623
1665548700.243,2053607.5645168452
1665548760.268,105013.29617837365
1665548820.3,33858.609522673956
1665548880.322,2224956.798861647
1665548940.351,815895.3961792807
1665549000.389,2063770.2492401928
1665549060.417,421466.6892683519
1665549120.645,4036240.2647713
1665549180.679,2333254.6624869187
1665549240.812,496607.9343412019
1665549300.845,378175.3847153289
1665549360.857,1831553.4300242155
1665549420.888,2253002.818763343
1665549480.905,747875.9933158512
1665549540.927,1863981.8231919538
1665549600.935,2400238.564688577
1665549660.972,345415.536939924
1665549720.984,5317.7640133708865
1665549781.031,398031.3474453174
1665549840.026,1953497.5529725715
1665549900.054,300594.5438108238
1665549960.07,5446.511150567579
1665550020.106,820180.1513438586
1665550080.292,1808427.5055925152
1665550140.311,1295150.3698460432
1665550200.337,458809.53907392983
1665550260.361,3644622.467428766
1665550320.396,2480569.92449167
1665550380.412,1964943.882684898
1665550440.438,474761.01065697765
1665550500.465,2206033.1178245847
1665550560.501,398977.80163861724
1665550620.516,1437812.1069131526
1665550680.547,2135378.762770636
1665550740.572,2315833.4021339193
